会社ID,会社名,薬局ID,薬局名,商品ID,商品名,カテゴリID,カテゴリ名,表示ステータス(公開・非公開),ダミーフラグ,ダミーフラグ名,掲載終了日,商品ステータス,商品ステータス名,商品コード,販売価格,在庫数,在庫無制限フラグ,販売制限数,雇用形態,アピールポイント,条件,検索ワード(コメント3),一覧-メイン画像,詳細-メインコメント,詳細-メイン画像,地域,地域名,詳細-サブコメント(1),詳細-サブコメント(2),詳細-サブコメント(3),詳細-サブコメント(4),詳細-サブコメント(8),詳細-サブコメント(9),詳細-サブコメント(10),詳細-サブコメント(11)
17,株式会社武蔵野,91,埼玉麺工場,,■本川越駅から送迎■コンビニのお弁当を詰める容器の仕分けや管理をするお仕事■週5日のレギュラー勤務,2,製造・工場,1,1,本物,,"4,5,6","もうすぐ掲載終了,派遣未経験者大歓迎,特になし",40220036,850,1,0,1,34,26789,2,"本川越,送迎,弁当,容器,仕分,スポット",,【仕事内容】<br>コンビニのお弁当を製造する工場のお仕事。<br>商品を詰めるプラスチックケースの荷受や検品、管理、該当部署への受け渡しなどを行って頂きます。<br><br>【資格】<br>未経験OK<br><br>【特徴】<br>駅から送迎もあるので通勤ラクラク。<br><br>【その他おすすめポイントなど】<br>週2日〜のスポット案件。<br><br>【持ち物・服装】<br>制服貸与、長めの靴下、Tシャツ、白い靴、食事,,1,川越,川越市芳野台,本川越駅から送迎,"月,火,水,木,金,土,日",9:00〜17:00,コンビニのお弁当を詰める容器の仕分けや管理,「応募手続きへ」ボタンよりご応募ください。,担当から、メールもしくは電話にて登録説明会日程のご案内をいたします。,"小俣,川名"
17,株式会社武蔵野,91,埼玉麺工場,,■川越駅から送迎■コンビニの調理麺を作るお仕事■週5日のレギュラー勤務,2,製造・工場,1,1,本物,,"3,5,6","オススメ,派遣未経験者大歓迎,特になし",40220037,850,1,0,1,3,25789,2,"川越,送迎,調理,麺,レギュラー",,【仕事内容】<br>コンビニの調理麺を作る工場でのお仕事。<br>小麦粉や水など原材料を計量し、機械を使って麺を作っていただきます。<br>若干の力作業もあり、男性が活躍している職場です。<br><br>【資格】<br>未経験OK<br><br>【特徴】<br>駅から送迎もあるので通勤ラクラク。<br><br>【その他おすすめポイントなど】<br>安定の週5日勤務です。<br><br>【持ち物・服装】<br>制服貸与、長めの靴下、Tシャツ、白い靴、食事,,1,川越,川越市芳野台,川越駅から送迎,"月,火,水,木,金,土,日",7:00〜15:00<br>9:00〜17:01<br>※派遣先規定による,コンビニの調理麺を作るお仕事,「応募手続きへ」ボタンよりご応募ください。,担当から、メールもしくは電話にて登録説明会日程のご案内をいたします。,"小俣,川名"
17,株式会社武蔵野,91,埼玉麺工場,,■本川越駅から送迎■コンビニの調理麺を作るお仕事■週5日のレギュラー勤務,2,製造・工場,1,1,本物,,"4,5,6","もうすぐ掲載終了,派遣未経験者大歓迎,特になし",40220038,850,1,0,1,3,25789,2,"本川越,送迎,調理,麺,レギュラー",,【仕事内容】<br>コンビニの調理麺を作る工場でのお仕事。<br>小麦粉や水など原材料を計量し、機械を使って麺を作っていただきます。<br>若干の力作業もあり、男性が活躍している職場です。<br><br>【資格】<br>未経験OK<br><br>【特徴】<br>駅から送迎もあるので通勤ラクラク。<br><br>【その他おすすめポイントなど】<br>安定の週6日勤務です。<br><br>【持ち物・服装】<br>制服貸与、長めの靴下、Tシャツ、白い靴、食事,,1,川越,川越市芳野台,本川越駅から送迎,"月,火,水,木,金,土,日",7:00〜15:00<br>9:00〜17:00<br>※派遣先規定による,コンビニの調理麺を作るお仕事,「応募手続きへ」ボタンよりご応募ください。,担当から、メールもしくは電話にて登録説明会日程のご案内をいたします。,"小俣,川名"
17,株式会社武蔵野,91,埼玉麺工場,,■川越駅から送迎■ラインで流れて来る商品に具材をトッピングする仕事です■週1日からのスポット勤務,2,製造・工場,1,1,本物,,"3,5,6","オススメ,派遣未経験者大歓迎,特になし",40220039,850,1,0,1,34,136789a,12,"川越,送迎,ライン,トッピング,スポット",,【仕事内容】<br>コンビニの調理麺を作る工場でのお仕事。<br>小麦粉や水など原材料を計量し、機械を使って麺を作っていただきます。<br>若干の力作業もあり、男性が活躍している職場です。<br><br>【資格】<br>未経験OK<br><br>【特徴】<br>駅から送迎もあるので通勤ラクラク。<br><br>【その他おすすめポイントなど】<br>安定の週7日勤務です。<br><br>【持ち物・服装】<br>制服貸与、長めの靴下、Tシャツ、白い靴、食事,,1,川越,川越市芳野台,川越駅から送迎,"月,火,水,木,金,土,日",21:00〜6:00,ラインで流れて来る商品に具材をトッピングする仕事,「応募手続きへ」ボタンよりご応募ください。,担当から、メールもしくは電話にて登録説明会日程のご案内をいたします。,"小俣,川名"
17,株式会社武蔵野,91,埼玉麺工場,,■本川越駅から送迎■ラインで流れて来る商品に具材をトッピングする仕事です■週1日からのスポット勤務,2,製造・工場,1,1,本物,,"3,5,6","オススメ,派遣未経験者大歓迎,特になし",40220040,850,1,0,1,34,136789a,12,"川越,送迎,ライン,トッピング,スポット",,【仕事内容】<br>コンビニの調理麺を作る工場でのお仕事。<br>小麦粉や水など原材料を計量し、機械を使って麺を作っていただきます。<br>若干の力作業もあり、男性が活躍している職場です。<br><br>【資格】<br>未経験OK<br><br>【特徴】<br>駅から送迎もあるので通勤ラクラク。<br><br>【その他おすすめポイントなど】<br>安定の週8日勤務です。<br><br>【持ち物・服装】<br>制服貸与、長めの靴下、Tシャツ、白い靴、食事,,1,川越,川越市芳野台,本川越駅から送迎,"月,火,水,木,金,土,日",21:00〜6:00,ラインで流れて来る商品に具材をトッピングする仕事,「応募手続きへ」ボタンよりご応募ください。,担当から、メールもしくは電話にて登録説明会日程のご案内をいたします。,"小俣,川名"
18,株式会社ナガヨ,92,都内各地,,■鴬谷駅より徒歩5分■食器・グラス類の配送助手■都内各地を車で移動するスポットのお仕事,6,運送,1,1,本物,,"3,5,6","オススメ,派遣未経験者大歓迎,特になし",40220041,950,1,0,1,34,136789a,12,"入谷,食器,グラス,配送,助手,スポット",,【仕事内容】<br>食器類をレンタルしている会社でのお仕事。<br>都内各地のイベント会場や結婚式場などへ貸し出した食器・グラス類の回収や新しい食器類のお届けなどをお任せします。<br>派遣先の社員様と一緒に車に乗って、幾つかの現場を回っていただきます。（車の運転はお任せしません）<br><br>【資格】<br>未経験OK<br><br>【特徴】<br>集合場所は入谷駅から徒歩5分と駅チカな職場です。<br><br>【その他おすすめポイントなど】<br>移動中はドライバーさんと会話する機会もあり、人との交流が好きな方にはおすすめのお仕事です。<br>交通費は全額支給いたします。<br><br>【持ち物・服装】<br>ラバー付き軍手、作業しやすい服装,,5,その他関東,台東区松が谷,"入谷駅から徒歩5分,鴬谷駅から徒歩10分","月,火,水,木,金",08:00〜17:00,食器・グラス類の配送助手,「応募手続きへ」ボタンよりご応募ください。,担当から、メールもしくは電話にて登録説明会日程のご案内をいたします。,"小俣,川名"
18,株式会社ナガヨ,92,都内各地,,■鴬谷駅より徒歩15分■食器・グラス類の配送助手■都内各地を車で移動するスポットのお仕事,6,運送,1,1,本物,,"3,5,6","オススメ,派遣未経験者大歓迎,特になし",40220042,950,1,0,1,34,136789a,12,"鴬谷,食器,グラス,配送,助手,スポット",,【仕事内容】<br>食器類をレンタルしている会社でのお仕事。<br>都内各地のイベント会場や結婚式場などへ貸し出した食器・グラス類の回収や新しい食器類のお届けなどをお任せします。<br>派遣先の社員様と一緒に車に乗って、幾つかの現場を回っていただきます。（車の運転はお任せしません）<br><br>【資格】<br>未経験OK<br><br>【特徴】<br>集合場所は入谷駅から徒歩5分と駅チカな職場です。<br><br>【その他おすすめポイントなど】<br>移動中はドライバーさんと会話する機会もあり、人との交流が好きな方にはおすすめのお仕事です。<br>交通費は全額支給いたします。<br><br>【持ち物・服装】<br>ラバー付き軍手、作業しやすい服装,,5,その他関東,台東区松が谷,"入谷駅から徒歩5分,鴬谷駅から徒歩10分","月,火,水,木,金",08:00〜17:00,食器・グラス類の配送助手,「応募手続きへ」ボタンよりご応募ください。,担当から、メールもしくは電話にて登録説明会日程のご案内をいたします。,"小俣,川名"
18,株式会社ナガヨ,93,入谷倉庫,,■鴬谷駅より徒歩14分■食器・グラス類の洗浄■コツコツと取り組む方にピッタリのスポット案件,1,物流・倉庫,1,1,本物,,"3,5,6","オススメ,派遣未経験者大歓迎,特になし",40220043,850,1,0,1,34,136789,12,"鴬谷,食器,グラス,洗浄,スポット",,【仕事内容】<br>食器類をレンタルしている会社でのお仕事。<br>イベント会場や結婚式場などへ貸し出した食器・グラス類の洗浄をお任せします。<br>洗浄用の機械を操作していただきます。<br><br>【資格】<br>未経験OK<br><br>【特徴】<br>入谷駅から徒歩5分で駅チカの職場です。<br><br>【その他おすすめポイントなど】<br>ハイペリオンからは1名体制で仕事をしますので、安心して仕事に取り組めます。<br><br>【持ち物・服装】<br>作業しやすい服装,,5,その他関東,台東区松が谷,"入谷駅から徒歩5分,鴬谷駅から徒歩10分","月,火,水,木,金",10:00〜17:00,食器・グラス類の洗浄,「応募手続きへ」ボタンよりご応募ください。,担当から、メールもしくは電話にて登録説明会日程のご案内をいたします。,"小俣,川名"
18,株式会社ナガヨ,93,入谷倉庫,,■鴬谷駅より徒歩15分■食器・グラス類の洗浄■コツコツと取り組む方にピッタリのスポット案件,1,物流・倉庫,1,1,本物,,"3,5,6","オススメ,派遣未経験者大歓迎,特になし",40220044,850,1,0,1,34,136789,12,"鴬谷,食器,グラス,洗浄,スポット",,【仕事内容】<br>食器類をレンタルしている会社でのお仕事。<br>イベント会場や結婚式場などへ貸し出した食器・グラス類の洗浄をお任せします。<br>洗浄用の機械を操作していただきます。<br><br>【資格】<br>未経験OK<br><br>【特徴】<br>入谷駅から徒歩5分で駅チカの職場です。<br><br>【その他おすすめポイントなど】<br>ハイペリオンからは2名体制で仕事をしますので、安心して仕事に取り組めます。<br><br>【持ち物・服装】<br>作業しやすい服装,,5,その他関東,台東区松が谷,"鴬谷駅から徒歩15分,鴬谷駅から徒歩10分","月,火,水,木,金",10:00〜17:00,食器・グラス類の洗浄,「応募手続きへ」ボタンよりご応募ください。,担当から、メールもしくは電話にて登録説明会日程のご案内をいたします。,"小俣,川名"
19,株式会社ハイペリオン,94,坂之下,,■志木駅より路線バス■寝具や食品の荷降ろし■男性活躍中。短時間、スポットの勤務でWワークにピッタリ！,1,物流・倉庫,1,1,本物,,"3,5,6","オススメ,派遣未経験者大歓迎,特になし",40220045,850,1,0,1,34,126789,12,"所沢,バス,寝具,食品,男性活躍,短時間,スポット,Wワーク",,【仕事内容】<br>寝具や食品のコンテナ降ろしや仕分け、検品など入荷に関わる業務をお任せします。<br><br>【資格】<br>未経験OK<br><br>【特徴】<br>所沢駅から路線バス<br>自転車・バイク通勤もOKです。<br><br>【その他おすすめポイントなど】<br>男性が多数活躍中で、荷降ろしがあるため力自慢の方におすすめです。<br>ハイペリオンのスタッフが運営・管理する現場です。<br><br>【持ち物・服装】<br>ジーパンやジャージ以外の作業しやすい服装<br>ラバー付き軍手、カッター、ボールペン、昼食,,2,所沢,所沢市坂之下,志木駅から路線バス,"月,火,水,木,金,土",9:00〜12:01,寝具や食品の荷降ろし,「応募手続きへ」ボタンよりご応募ください。,担当から、メールもしくは電話にて登録説明会日程のご案内をいたします。,"小俣,川名"
19,株式会社ハイペリオン,94,坂之下,,■志木駅より路線バス■寝具や食品の荷降ろし■男性活躍中。短時間、スポットの勤務でWワークにピッタリ！,1,物流・倉庫,1,1,本物,,"3,5,6","オススメ,派遣未経験者大歓迎,特になし",40220046,850,1,0,1,34,126789,12,"志木,バス,寝具,食品,男性活躍,短時間,スポット,Wワーク",,【仕事内容】<br>寝具や食品のコンテナ降ろしや仕分け、検品など入荷に関わる業務をお任せします。<br><br>【特徴】<br>志木駅から路線バス<br>自転車・バイク通勤もOKです。<br><br>【その他おすすめポイントなど】<br>男性が多数活躍中で、荷降ろしがあるため力自慢の方におすすめです。<br>ハイペリオンのスタッフが運営・管理する現場です。<br><br>【持ち物・服装】<br>ジーパンやジャージ以外の作業しやすい服装<br>ラバー付き軍手、カッター、ボールペン、昼食,,2,所沢,所沢市坂之下,志木駅から路線バス,"月,火,水,木,金,土",9:00〜12:00,寝具や食品の荷降ろし,「応募手続きへ」ボタンよりご応募ください。,担当から、メールもしくは電話にて登録説明会日程のご案内をいたします。,"小俣,川名"
14,プラスロジスティクス株式会社,95,関東DC,,■東所沢駅より送迎あり■造花の仕分け・ピッキング■女性活躍中で、週1〜2日からOKのスポット案件です,1,物流・倉庫,1,1,本物,,"3,5,6","オススメ,派遣未経験者大歓迎,特になし",40220047,850,2,0,1,34,26789,12,"東所沢,造花,仕分け,ピッキング,女性活躍,スポット",,【仕事内容】<br>造花を扱う通販の入荷・出荷を行う物流倉庫でのお仕事。<br>入荷した商品の検品や仕分け、保管業務の他、お客様からご注文いただいた商品のピッキング、梱包や発送までをお任せいたします。<br><br>【資格】<br>未経験OK<br><br>【特徴】<br>東所沢駅から送迎があるので通勤ラクラクです。<br>自転車・バイク通勤もOKです。<br><br>【その他おすすめポイントなど】<br>女性が多数活躍中で、細やかな気配りが出来る方にピッタリのお仕事です。<br>ハイペリオンのスタッフが運営・管理する現場です。<br>あなたのお仕事ぶりや仕事量に応じて、週5日のレギュラー勤務をお任せすることもあります。<br><br>【持ち物・服装】<br>ジーパンやジャージ、スカート以外の作業しやすい服装<br>軍手、カッター、ボールペン、昼食,,2,所沢,所沢市南永井,東所沢駅から送迎あり,"月,火,水,木,金,土",9:00〜18:00,造花の仕分け・ピッキング,「応募手続きへ」ボタンよりご応募ください。,担当から、メールもしくは電話にて登録説明会日程のご案内をいたします。,"小俣,川名"
14,プラスロジスティクス株式会社,95,関東DC,,■東所沢駅より送迎あり■造花の仕分け・ピッキング■女性活躍中で、週5日のレギュラー案件です。,1,物流・倉庫,1,1,本物,,"3,5,6","オススメ,派遣未経験者大歓迎,特になし",40220048,900,2,0,1,37,26789,2,"東所沢,造花,仕分け,ピッキング,女性活躍,レギュラー",,【仕事内容】<br>造花を扱う通販の入荷・出荷を行う物流倉庫でのお仕事。<br>入荷した商品の検品や仕分け、保管業務の他、お客様からご注文いただいた商品のピッキング、梱包や発送までをお任せいたします。<br><br>【資格】<br>未経験OK<br><br>【特徴】<br>東所沢駅から送迎があるので通勤ラクラクです。<br>自転車・バイク通勤もOKです。<br><br>【その他おすすめポイントなど】<br>女性が多数活躍中で、細やかな気配りが出来る方にピッタリのお仕事です。<br>ハイペリオンのスタッフが運営・管理する現場です。<br><br>【持ち物・服装】<br>ジーパンやジャージ、スカート以外の作業しやすい服装<br>軍手、カッター、ボールペン、昼食,,2,所沢,所沢市南永井,東所沢駅から送迎あり,"月,火,水,木,金,土",9:00〜18:00,造花の仕分け・ピッキング,「応募手続きへ」ボタンよりご応募ください。,担当から、メールもしくは電話にて登録説明会日程のご案内をいたします。,"小俣,川名"
14,プラスロジスティクス株式会社,96,コスパ,,■東所沢駅より送迎あり■寝具の仕分け・ピッキング■男性活躍中で、週1〜2日からOKのスポット案件です,1,物流・倉庫,1,1,本物,,"3,5,6","オススメ,派遣未経験者大歓迎,特になし",40220049,850,2,0,1,34,26789,12,"東所沢,寝具,仕分け,ピッキング,男性活躍,スポット",,【仕事内容】<br>毛布や枕、シーツなどを扱う通販の入荷・出荷を行う物流倉庫でのお仕事。<br>入荷した商品の検品や仕分け、保管業務の他、お客様からご注文いただいた商品のピッキング、梱包や発送までをお任せいたします。<br>午前中は入荷（コンテナ降ろし他）業務、午後は出荷業務を行います。<br><br>【資格】<br>未経験OK<br><br>【特徴】<br>東所沢駅から送迎があるので通勤ラクラクです。<br>自転車・バイク通勤もOKです。<br><br>【その他おすすめポイントなど】<br>男性が多数活躍中で、荷降ろしがあるため力自慢の方におすすめです。<br>ハイペリオンのスタッフが運営・管理する現場です。<br>あなたのお仕事ぶりや仕事量に応じて、週5日のレギュラー勤務をお任せすることもあります。<br><br>【持ち物・服装】<br>ジーパンやジャージ以外の作業しやすい服装<br>ラバー付き軍手、カッター、ボールペン、昼食,,2,所沢,所沢市南永井,東所沢駅から送迎あり,"月,火,水,木,金,土",9:00〜18:00,寝具の仕分け・ピッキング,「応募手続きへ」ボタンよりご応募ください。,担当から、メールもしくは電話にて登録説明会日程のご案内をいたします。,"小俣,川名"
14,プラスロジスティクス株式会社,96,コスパ,,■東所沢駅より送迎あり■寝具の仕分け・ピッキング■男性活躍中で、週5日のレギュラー案件です。,1,物流・倉庫,1,1,本物,,"3,5,6","オススメ,派遣未経験者大歓迎,特になし",40220050,900,2,0,1,37,26789,12,"東所沢,寝具,仕分け,ピッキング,男性活躍,レギュラー",,【仕事内容】<br>毛布や枕、シーツなどを扱う通販の入荷・出荷を行う物流倉庫でのお仕事。<br>入荷した商品の検品や仕分け、保管業務の他、お客様からご注文いただいた商品のピッキング、梱包や発送までをお任せいたします。<br>午前中は入荷（コンテナ降ろし他）業務、午後は出荷業務を行います。<br><br>【資格】<br>未経験OK<br><br>【特徴】<br>東所沢駅から送迎があるので通勤ラクラクです。<br>自転車・バイク通勤もOKです。<br><br>【その他おすすめポイントなど】<br>男性が多数活躍中で、荷降ろしがあるため力自慢の方におすすめです。<br>ハイペリオンのスタッフが運営・管理する現場です。<br><br>【持ち物・服装】<br>ジーパンやジャージ以外の作業しやすい服装<br>ラバー付き軍手、カッター、ボールペン、昼食,,2,所沢,所沢市南永井,東所沢駅から送迎あり,"月,火,水,木,金,土",9:00〜18:00,寝具の仕分け・ピッキング,「応募手続きへ」ボタンよりご応募ください。,担当から、メールもしくは電話にて登録説明会日程のご案内をいたします。,"小俣,川名"
23,株式会社フォルティア,97,株式会社フォルティア,,■大宮駅スグ■コンタクトレンズの販促■研修充実で週1日からのスポット勤務,8,その他,1,1,本物,,5,派遣未経験者大歓迎,40220051,1050,1,0,1,34,23789,2,"大宮,コンタクト,販促,駅チカ,スポット",,【仕事内容】<br>街頭でコンタクトレンズの販促を行います。<br>チラシを配布し、ご興味を持って頂いたお客様へ商品のご説明を行い、店舗までお連れするお仕事です。<br><br>【資格】<br>未経験OK<br><br>【特徴】<br>大宮駅スグの駅チカ案件です。<br><br>【その他おすすめポイントなど】<br>充実の研修で、はじめての方でもスグにお仕事に慣れて頂ける安心の職場です。<br>あなたの笑顔でたくさんのお客様を惹きつけることができ、やりがい溢れるお仕事です。<br><br>【持ち物・服装】<br>黒もしくはベージュのパンツ（スーツが望ましい）、上着は貸与,,5,その他関東,さいたま市大宮区、台東区上野,大宮駅スグ,"月,火,水,木,金,土,日",11:00〜18:30,コンタクトレンズの販促,「応募手続きへ」ボタンよりご応募ください。,担当から、メールもしくは電話にて登録説明会日程のご案内をいたします。,"小俣,川名"
20,プラスカーゴサービス株式会社,98,本社,,■駒込駅スグ■通販の問い合わせ受付やデータ入力など■交通費全額・週5日のレギュラー勤務,5,オフィスワーク・事務,1,1,本物,,5,派遣未経験者大歓迎,40220052,1050,1,0,1,347,235789a,2,"駒込,通販,受付,データ入力,交通費全額,レギュラー",,【仕事内容】<br>通販の問い合わせ受付センターで、家具などのインテリア商品に関する注文受付やデータ入力をお任せいたします。<br>注文受付や発送までの各種事務手続きに携わります。<br>電話受付と事務業務の比率は、人により異なります。<br><br>【資格】<br>未経験OK<br><br>【特徴】<br>駅からスグの通勤ラクラクな職場です。<br><br>【その他おすすめポイントなど】<br>誰もが知っている大手通販会社のお仕事です。<br><br>【持ち物・服装】<br>服装はオフィスカジュアル,,5,その他関東,文京区駒込,駒込駅から徒歩5分,"月,火,水,木,金,土,日",9:00〜18:00,通販の問い合わせ受付やデータ入力など,「応募手続きへ」ボタンよりご応募ください。,担当から、メールもしくは電話にて登録説明会日程のご案内をいたします。,"小俣,川名"
9,GTO株式会社,77,朝霞倉庫,,■志木駅より路線バス■ソファやチェアの荷降ろしなど■スポット勤務ご希望の方にピッタリ,1,物流・倉庫,1,1,本物,,"5,6","派遣未経験者大歓迎,特になし",40220053,950,1,0,1,34,17,12,"倉庫,軽作業,朝霞,スポット,",,【仕事内容】<br>ソファやチェアなどの荷降ろし業務。<br>コンテナから商品を降ろして倉庫に格納する仕事をメインに、破損した商品の修理などの付随業務も行って頂きます。<br><br>【資格】<br>未経験OK<br><br>【特徴】<br>最寄バス停からスグなので通勤しやすい環境です。志木駅から路線バスが出ています。<br><br>【その他おすすめポイントなど】<br>現場では丁寧に指示を頂けるので、はじめての方でも安心して仕事が出来る環境です。アットホームな環境です。<br><br>【持ち物・服装】<br>ラバー付き軍手、ジーパンやジャージ以外の作業しやすい服装,,3,朝霞,朝霞市上内間木,志木駅から路線バス,"月,火,水,木,金",9:00〜17:00,"荷降ろし,ソファ,チェア",「応募手続きへ」ボタンよりご応募ください。,担当から、メールもしくは電話にて登録説明会日程のご案内をいたします。,"小俣,川名"
9,GTO株式会社,77,朝霞倉庫,,■志木駅より路線バス■ソファやチェアの荷降ろしなど■スポット勤務ご希望の方にピッタリ,1,物流・倉庫,1,1,本物,,"5,6","派遣未経験者大歓迎,特になし",40220054,950,1,0,1,34,17,12,"倉庫,軽作業,朝霞,スポット,",,【仕事内容】<br>ソファやチェアなどの荷降ろし業務。<br>コンテナから商品を降ろして倉庫に格納する仕事をメインに、破損した商品の修理などの付随業務も行って頂きます。<br><br>【資格】<br>未経験OK<br><br>【特徴】<br>最寄バス停からスグなので通勤しやすい環境です。志木駅から路線バスが出ています。<br><br>【その他おすすめポイントなど】<br>現場では丁寧に指示を頂けるので、はじめての方でも安心して仕事が出来る環境です。アットホームな環境です。<br><br>【持ち物・服装】<br>ラバー付き軍手、ジーパンやジャージ以外の作業しやすい服装,,3,朝霞,朝霞市上内間木,朝霞駅から路線バス,"月,火,水,木,金",9:00〜17:00,"荷降ろし,ソファ,チェア",「応募手続きへ」ボタンよりご応募ください。,担当から、メールもしくは電話にて登録説明会日程のご案内をいたします。,"小俣,川名"
